,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,head_pitch_joint,head_yaw_joint,head_roll_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056743240040440165,-0.0024478770878464317,0.67696322697268,1.4143177057835434,0.8438780570470368,-0.23047165868816724,-0.16323176244781304,0.06467968128077382,-0.017133514956397002,-0.5145951271602138,1.4496340038683377,-1.0639499563628145,-0.30682297780809226,0.09890469337735013
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060200139065697655,0.0017601349349006309,0.6708428184087245,1.4135157964007286,0.8292604256511441,-0.2224003815806532,-0.17706414738617576,0.06490018302834001,-0.012521366715731539,-0.545305856453152,1.4478314573115811,-1.0575718801121572,-0.29254407046700676,0.12733438901866392
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0610890239639019,0.022277522794326092,0.6703985753799493,1.4152177624270714,0.7983646844918546,-0.21337954226774605,-0.19878109605567312,0.06349372836086592,-0.011737540704957458,-0.5683303718593864,1.4481239870157931,-1.0634492133126536,-0.28282562704078074,0.1552114365716765
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06067102061193415,0.049541236127054994,0.6714297262074388,1.4183916554248468,0.7850984723930491,-0.20492036540083225,-0.2243959782758975,0.062254414161789604,-0.017190487780402487,-0.5777786153623137,1.4511153417550708,-1.079673178630161,-0.2815685042507963,0.17796568279766128
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05871620153692757,0.08359051536015355,0.7050395559218817,1.4161117917933201,0.7551463892399726,-0.1880333528621988,-0.2493042122296464,0.061521165359147464,-0.035494314269715305,-0.4567554443642652,1.4622804267828804,-0.9631671555084993,-0.2807346694780866,0.19372744024126753
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05719884957182344,0.11731188561259784,0.7438927836068402,1.4132125974816359,0.6966709505995593,-0.17141401651396138,-0.26385085495198873,0.06227044251487388,-0.06425305851614918,-0.3185066859426123,1.466832906920405,-0.8551936894249019,-0.2862548710038799,0.22248281494262703
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05458522437982908,0.17261269946735278,0.8372951853766016,1.397279663093556,0.5147341190527591,-0.13961621415278425,-0.24776466968369149,0.07166050982419046,-0.12499041832104607,0.022598240044821527,1.4463073682078706,-0.6567885194984381,-0.3043737782371623,0.24181495070535022
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05361861542934158,0.20804297661844734,0.9801775209831504,1.3304018537385738,0.20840393199425822,-0.17647859361337326,-0.2270601620413478,0.07967694817982492,-0.20145430415611254,0.2856493498621337,1.4124104728042612,-0.5091931204557703,-0.3481234538730955,0.2960953376579383
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04612872142077957,0.2507576560684613,1.1039925658251357,1.2754649649670164,0.040407133517029015,-0.37942596003273216,-0.19057737640924888,0.07517994421733395,-0.2915390405449602,0.49747600620158194,1.4151222325251704,-0.49393656604561986,-0.6905853238105825,0.3332604616924271
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05042779209709621,0.27042161715282276,1.2149402681314543,0.9890214823841348,-0.014713264154715695,-0.7419077790569819,-0.151555388346451,0.0731192746800306,-0.33690391830181204,0.32640980326573743,1.4317377587281144,-0.6260573156659277,-1.3883147376685692,0.23460304204409607
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040740844778023276,0.3111466687911941,1.321209473331583,0.663145411710923,-0.025702460890606862,-0.9098628584393873,-0.12869759806657738,0.07304344807317979,-0.40486113122146533,-0.05956583913311536,1.3719237915923872,-0.48345737255508203,-1.8455565525873654,-0.029794432445737623
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013442405461466425,0.3711606514571968,1.4118632871087031,0.34574069164611687,-0.013429613412831928,-0.882837090853089,-0.13386748270098045,0.057553821696689676,-0.37065564614631774,-0.5382065180879421,0.7468255413552689,-0.27703239769078697,-1.7293973763605759,0.02486924260447749
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007786814047417774,0.4773380823951644,1.4660440330955693,0.05876109023095144,-0.02037183674540212,-0.7455652424241691,-0.15273792354950722,0.028255564787449176,-0.4370202072198641,-0.8740064032413214,0.20883379044347983,-0.1349573202150195,-1.3044662726145362,0.07621166874251584
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01729896259120525,0.6272968328631028,1.4985290709933305,-0.16035500209171427,-0.09371405833560462,-0.5329481620356507,-0.14810501568452308,0.0075073229335531205,-0.5785568952939429,-1.106284786178558,-0.1450003772452244,0.1384911181412033,-0.8518417866669865,0.08212526048720387
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019726611418347795,0.7846387330038254,1.5155499019923386,-0.31479734856067954,-0.2996140297033302,-0.3733585083911899,-0.15456347999219647,-0.002568681813708935,-0.763369043107653,-1.2578206449869147,-0.3334259439292011,0.8825381543339603,-0.5901291301116999,0.031101282361932846
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024516169720117113,0.9173682709646376,1.5283437997315419,-0.4379475045427834,-0.49156174167939715,-0.23980360731899322,-0.12045038568593033,-0.007278354914793094,-0.9457099030507794,-1.3555230277030903,-0.4062840606835252,1.3467165335544022,-0.4225360044772162,-0.04911605148189543
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026408224582028038,1.029756190953182,1.5361406723679956,-0.5437820048334349,-0.8949303750977265,-0.1475311683655127,-0.06392473333096464,-0.013981231167275792,-1.1045343402076275,-1.418701801701008,-0.39714473869199773,1.5940681296944421,-0.3003163880152191,-0.09084977329568444
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02663676410818774,1.125186541062863,1.5394210989565043,-0.6321061018723889,-1.3571517210881077,-0.10189062893103772,-0.027523629894239725,-0.02017866541591775,-1.2375482097099484,-1.4597262485046933,-0.36215277131725937,1.8540664413282397,-0.2325849213043736,-0.1005916162492622
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028596439013428825,1.2045672399754606,1.5399979674827766,-0.6995534915770155,-1.7859702593322577,-0.07760773628352312,-0.004523866100579813,-0.024875708269866147,-1.3299434474361413,-1.487345279635785,-0.32200706978874344,2.051076260147457,-0.16668165536926693,-0.08421044788701167
